Nominal Family,Genus,species,Gender,Nemaplex Code,cp value,feeding,feeding code,Habit,Functional guild,Basal Wtg,Enrich Wtg,Structure Wtg,Length mm,Length micm,a,Width micm,Weight micg,qCPr (µg/day),qCRs (µg/day),qMFP (µg/day),,,Family,Familymm,Gender,cp value,feeding,feeding code,nFamily,FamavgMass,StderrMass,FamavgqCPr,StderrCPr,FamavgqCRs,StderrCRs,FamavgqMFP,StderrMFP,,Lmax,Lmin,Wmax,Wmin,Wgtmax,Wgtmin,,,max lngth,min lngth,max wdth,min wdth,max wgt,min wgt,,SSQWeight(µg),Stderr,SSQC-Production,Stderr,SSQC-Respiration,Stderr,SSQMet. Ftprnt,Stderr,,,,,,
Dorylaimidae,Arctidorylaimus,kurenkovi,Female,0,4,8,o,,o4,,,3.2,4.100,4100.000,35.500,115.493,34.180,0.071,0.168,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,1168.287588,,0.005070693,,0.028260336,,0.057272581,,,,,,,
Dorylaimidae,Baladorylaimus,balatonicus,Female,G683,4,8,o,,o4,,,3.2,1.180,1180.000,36.000,32.778,0.792,0.002,0.010,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,0.627830017,,2.72496E-06,,9.97462E-05,,0.000135444,,,,,,,
Dorylaimidae,Calcaridorylaimus,andrassyi,Female,0,4,8,o,,o4,,,3.2,1.785,1785.000,44.000,40.568,1.836,0.004,0.019,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,3.371154459,,1.46317E-05,,0.000351843,,0.000509975,,,,,,,
Dorylaimidae,Coomansinema,brevicauda,Female,G708,4,8,o,,o4,,,3.2,1.450,1450.000,23.000,63.043,3.602,0.008,0.031,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,12.97348649,,5.63085E-05,,0.000966735,,0.001489672,,,,,,,
Dorylaimidae,Crocodorylaimus,flavomaculatus,Female,G684,4,8,o,,o4,,,3.2,1.700,1700.000,47.500,35.789,1.361,0.003,0.015,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,1.85216266,,8.0389E-06,,0.00022453,,0.000317539,,,,,,,
Dorylaimidae,Crocodorylaimus,fusus,Female,G684,4,8,o,,o4,,,3.2,2.550,2550.000,78.500,32.484,1.682,0.004,0.018,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,2.828280572,,1.22755E-05,,0.00030843,,0.000443769,,,,,,,
Dorylaimidae,Crocodorylaimus,maior,Female,G684,4,8,o,,o4,,,3.2,3.000,3000.000,65.500,45.802,3.933,0.008,0.033,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,15.47114167,,6.71491E-05,,0.001103206,,0.001714706,,,,,,,
Dorylaimidae,Crocodorylaimus,thermalis,Female,G684,4,8,o,,o4,,,3.2,1.950,1950.000,49.500,39.394,1.891,0.004,0.019,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,3.577230353,,1.55262E-05,,0.000367854,,0.000534527,,,,,,,
Dorylaimidae,Discomyctus,cephalatus,Female,,4,8,o,,o4,,,3.2,0.640,640.000,25.000,25.600,0.262,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,0.068719477,,2.98262E-07,,1.89813E-05,,2.40382E-05,,,,,,,
Dorylaimidae,Dorylaimus,afghanicus,Female,G681,4,8,o,,o4,,,3.2,3.700,3700.000,40.000,92.500,19.786,0.041,0.112,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,391.4987807,,0.001699213,,0.012446946,,0.023343989,,,,,,,
Dorylaimidae,Dorylaimus,asymphydorus,Female,G681,4,8,o,,o4,,,3.2,5.350,5350.000,43.000,124.419,51.761,0.108,0.229,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,2679.223257,,0.011628573,,0.05266495,,0.113787694,,,,,,,
Dorylaimidae,Dorylaimus,crassus,Female,G681,4,8,o,,o4,,,3.2,4.550,4550.000,26.000,175.000,87.090,0.181,0.339,0.520,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,7584.640884,,0.032919448,,0.114938696,,0.270882019,,,,,,,
Dorylaimidae,Dorylaimus,crassus,Female,G681,4,8,o,,o4,,,3.2,4.550,4550.000,25.500,178.431,90.539,0.189,0.349,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0.355,178.4313725,16.70588235,90.53861496,0.061922318,,8197.240798,,0.035578302,,0.121833233,,0.28908719,,,,,,,
Dorylaimidae,Dorylaimus,helveticus,Female,G681,4,8,o,,o4,,,3.2,3.700,3700.000,27.000,137.037,43.427,0.090,0.201,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0.355,160,16.70588235,76.8,0.061922318,,1885.885505,,0.008185267,,0.040471704,,0.085058713,,,,,,,
Dorylaimidae,Dorylaimus,macroproctus,Female,G681,4,8,o,,o4,,,3.2,4.750,4750.000,48.000,98.958,29.072,0.061,0.149,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0.355,160,16.70588235,76.8,0.061922318,,845.194657,,0.00366838,,0.022168308,,0.043872405,,,,,,,
Dorylaimidae,Dorylaimus,stagnalis,Female,G681,4,8,o,,o4,,,3.2,4.450,4450.000,36.000,123.611,42.497,0.089,0.198,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0.355,160,16.70588235,76.8,0.061922318,,1805.968194,,0.007838404,,0.039178479,,0.082065234,,,,,,,
Dorylaimidae,Dorylaimus,stagnalis,Female,G681,4,8,o,,o4,,,3.2,4.750,4750.000,34.000,139.706,57.943,0.121,0.250,0.370,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0.355,160,16.70588235,76.8,0.061922318,,3357.422714,,0.014572147,,0.062376287,,0.137246242,,,,,,,
Dorylaimidae,Dorylaimus,stagnalis,Female,G681,4,8,o,,o4,,,3.2,4.800,4800.000,30.000,160.000,76.800,0.160,0.309,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0.355,160,16.70588235,76.8,0.061922318,,5898.24,,0.0256,,0.095182439,,0.219507723,,,,,,,
Dorylaimidae,Dorylaimus,tepidus,Female,G681,4,8,o,,o4,,,3.2,5.300,5300.000,71.000,74.648,18.458,0.038,0.106,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,0.355,125.7575758,16.70588235,41.02007289,0.061922318,,340.7076284,,0.001478766,,0.011215055,,0.02083862,,,,,,,
Dorylaimidae,Drepanodorus,leptocephalus,Female,,4,8,o,,o4,,,3.2,2.200,2200.000,24.500,89.796,11.087,0.023,0.072,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,125.7575758,16.70588235,41.02007289,0.061922318,,122.9226126,,0.000533518,,0.005220821,,0.009092245,,,,,,,
Dorylaimidae,Drepanodorylaimus,renwicki,Female,G685,4,8,o,,o4,,,3.2,1.700,1700.000,39.500,43.038,1.968,0.004,0.020,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,125.7575758,16.70588235,41.02007289,0.061922318,,3.873157703,,1.68106E-05,,0.000390449,,0.000569292,,,,,,,
Dorylaimidae,Ecanema,ecae,Female,0,4,8,o,,o4,,,3.2,0.925,925.000,23.000,40.217,0.935,0.002,0.011,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,125.7575758,16.70588235,41.02007289,0.061922318,,0.874377728,,3.79504E-06,,0.000127876,,0.00017573,,,,,,,
Dorylaimidae,Ischiodorylaimus,cognatus,Female,G682,4,8,o,,o4,,,3.2,4.150,4150.000,33.000,125.758,41.020,0.085,0.193,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,125.7575758,16.70588235,41.02007289,0.061922318,,1682.64638,,0.007303153,,0.037154348,,0.077402538,,,,,,,
Dorylaimidae,Kittydorylaimus,specialis,Female,0,4,8,o,,o4,,,3.2,1.920,1920.000,22.000,87.273,9.140,0.019,0.063,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,83.53657854,,0.000362572,,0.003907712,,0.006650894,,,,,,,
Dorylaimidae,Laimydorus,africanus,Female,G704,5,8,o,,o5,,,5.0,1.435,1435.000,31.200,45.994,1.897,0.003,0.019,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,3.599590235,,9.99886E-06,,0.000369577,,0.000501154,,,,,,,
Dorylaimidae,Lordellonema,amini,Female,,4,8,o,,o4,,,3.2,1.331,1330.500,39.750,33.472,0.932,0.002,0.011,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.867962128,,3.7672E-06,,0.000127172,,0.000174715,,,,,,,
Dorylaimidae,Lordellonema,bauruense,Female,,4,8,o,,o4,,,3.2,0.780,780.000,17.000,45.882,1.026,0.002,0.012,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.053251207,,4.5714E-06,,0.000147033,,0.000203456,,,,,,,
Dorylaimidae,Lordellonema,macrodorum,Female,,4,8,o,,o4,,,3.2,1.165,1165.000,33.000,35.303,0.907,0.002,0.011,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.82349284,,3.57419E-06,,0.000122253,,0.000167634,,,,,,,
Dorylaimidae,Lordellonema,paraporosum,Female,,4,8,o,,o4,,,3.2,0.598,597.500,21.500,27.791,0.288,0.001,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.083182823,,3.61037E-07,,2.19048E-05,,2.78903E-05,,,,,,,
Dorylaimidae,Lordellonema,paraporosum,Female,,4,8,o,,o4,,,3.2,0.630,630.000,21.750,28.966,0.330,0.001,0.005,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.109135561,,4.73679E-07,,2.68528E-05,,3.44594E-05,,,,,,,
Dorylaimidae,Mesodorylaimus,aberrans,Female,G703,4,8,o,,o4,,,3.2,1.450,1450.000,30.500,47.541,2.048,0.004,0.020,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,4.19535476,,1.8209E-05,,0.000414564,,0.000606541,,,,,,,
Dorylaimidae,Mesodorylaimus,aberrans,Female,G703,4,8,o,,o4,,,3.2,1.450,1450.000,31.000,46.774,1.983,0.004,0.020,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,3.931165002,,1.70623E-05,,0.000394826,,0.000576043,,,,,,,
Dorylaimidae,Mesodorylaimus,aduncus,Female,G703,4,8,o,,o4,,,3.2,1.385,1385.000,26.000,53.269,2.456,0.005,0.023,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,6.033443959,,2.61868E-05,,0.000544426,,0.000809417,,,,,,,
Dorylaimidae,Mesodorylaimus,aegypticus,Female,G703,4,8,o,,o4,,,3.2,1.185,1185.000,36.400,32.555,0.785,0.002,0.010,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.616119,,2.67413E-06,,9.83475E-05,,0.000133456,,,,,,,
Dorylaimidae,Mesodorylaimus,arvensis,Female,G703,4,8,o,,o4,,,3.2,0.890,890.000,28.000,31.786,0.562,0.001,0.008,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.315840595,,1.37084E-06,,5.95821E-05,,7.90281E-05,,,,,,,
Dorylaimidae,Mesodorylaimus,attenuatus,Female,G703,4,8,o,,o4,,,3.2,2.550,2550.000,65.000,39.231,2.453,0.005,0.023,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,6.016552224,,2.61135E-05,,0.000543283,,0.000807615,,,,,,,
Dorylaimidae,Mesodorylaimus,bainsi,Female,G703,4,8,o,,o4,,,3.2,1.635,1635.000,39.000,41.923,1.796,0.004,0.018,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,3.225582458,,1.39999E-05,,0.000340386,,0.000492449,,,,,,,
Dorylaimidae,Mesodorylaimus,bastiani,Female,G703,4,8,o,,o4,,,3.2,1.490,1490.000,40.500,36.790,1.260,0.003,0.014,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.588757275,,6.89565E-06,,0.000200128,,0.000281321,,,,,,,
Dorylaimidae,Mesodorylaimus,bastiani,Female,G703,4,8,o,,o4,,,3.2,1.620,1620.000,45.000,36.000,1.312,0.003,0.015,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.72186884,,7.47339E-06,,0.000212576,,0.000299766,,,,,,,
Dorylaimidae,Mesodorylaimus,bhansalii,Female,G703,4,8,o,,o4,,,3.2,1.215,1215.000,25.500,47.647,1.724,0.004,0.018,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,2.972055948,,1.28995E-05,,0.000320116,,0.000461536,,,,,,,
Dorylaimidae,Mesodorylaimus,brevicylindrus,Female,G703,4,8,o,,o4,,,3.2,1.325,1325.000,30.500,43.443,1.563,0.003,0.017,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,2.442620215,,1.06017E-05,,0.000276317,,0.000395166,,,,,,,
Dorylaimidae,Mesodorylaimus,derni,Female,G703,4,8,o,,o4,,,3.2,1.610,1610.000,38.000,42.368,1.806,0.004,0.019,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,3.262728259,,1.41611E-05,,0.000343321,,0.000496936,,,,,,,
Dorylaimidae,Mesodorylaimus,deuberti,Female,G703,4,8,o,,o4,,,3.2,1.350,1350.000,33.000,40.909,1.412,0.003,0.015,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.993916128,,8.65415E-06,,0.000237299,,0.000336586,,,,,,,
Dorylaimidae,Mesodorylaimus,flagellatus,Female,G703,4,8,o,,o4,,,3.2,0.895,895.000,37.350,23.963,0.321,0.001,0.005,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.103165817,,4.47768E-07,,2.57435E-05,,3.29815E-05,,,,,,,
Dorylaimidae,Mesodorylaimus,flagellifer,Female,G703,4,8,o,,o4,,,3.2,1.940,1940.000,47.000,41.277,2.066,0.004,0.020,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,4.26755358,,1.85224E-05,,0.000419903,,0.000614807,,,,,,,
Dorylaimidae,Mesodorylaimus,guarani,Female,G703,4,8,o,,o4,,,3.2,1.160,1160.000,37.000,31.351,0.713,0.001,0.009,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.507809795,,2.20404E-06,,8.50728E-05,,0.000114663,,,,,,,
Dorylaimidae,Mesodorylaimus,hofmaenneri,Female,G703,4,8,o,,o4,,,3.2,1.400,1400.000,34.500,40.580,1.441,0.003,0.016,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,2.07611721,,9.01093E-06,,0.000244599,,0.000347504,,,,,,,
Dorylaimidae,Mesodorylaimus,importunus,Female,G703,4,8,o,,o4,,,3.2,1.615,1615.000,41.000,39.390,1.566,0.003,0.017,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,2.452786616,,1.06458E-05,,0.000277179,,0.000396467,,,,,,,
Dorylaimidae,Mesodorylaimus,johanni,Female,G703,4,8,o,,o4,,,3.2,1.425,1425.000,34.500,41.304,1.519,0.003,0.016,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,2.308728374,,1.00205E-05,,0.000264877,,0.000377936,,,,,,,
Dorylaimidae,Mesodorylaimus,kauli,Female,G703,4,8,o,,o4,,,3.2,1.100,1100.000,26.100,42.146,1.221,0.003,0.014,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.491262566,,6.47249E-06,,0.000190845,,0.000267609,,,,,,,
Dorylaimidae,Mesodorylaimus,kowyni,Female,G703,4,8,o,,o4,,,3.2,1.160,1160.000,27.500,42.182,1.290,0.003,0.014,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.664091471,,7.22262E-06,,0.000207204,,0.000291797,,,,,,,
Dorylaimidae,Mesodorylaimus,litoralis,Female,G703,4,8,o,,o4,,,3.2,1.420,1420.000,37.000,38.378,1.307,0.003,0.015,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.708768403,,7.41653E-06,,0.000211362,,0.000297964,,,,,,,
Dorylaimidae,Mesodorylaimus,margaritifer,Female,G703,4,8,o,,o4,,,3.2,1.520,1520.000,42.500,35.765,1.215,0.003,0.014,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.476610125,,6.4089E-06,,0.000189437,,0.000265533,,,,,,,
Dorylaimidae,Mesodorylaimus,margaritus,Female,G703,4,8,o,,o4,,,3.2,1.585,1585.000,34.500,45.942,2.091,0.004,0.021,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,4.371789611,,1.89748E-05,,0.000427572,,0.000626692,,,,,,,
Dorylaimidae,Mesodorylaimus,mesonyctius,Female,G703,4,8,o,,o4,,,3.2,1.000,1000.000,29.000,34.483,0.743,0.002,0.010,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.552291098,,2.3971E-06,,9.06027E-05,,0.000122474,,,,,,,
Dorylaimidae,Mesodorylaimus,mesonyctius,Female,G703,4,8,o,,o4,,,3.2,1.000,1000.000,28.000,35.714,0.797,0.002,0.010,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.635518078,,2.75832E-06,,0.000100661,,0.000136745,,,,,,,
Dorylaimidae,Mesodorylaimus,mesonyctius,Female,G703,4,8,o,,o4,,,3.2,1.040,1040.000,29.000,35.862,0.836,0.002,0.010,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.69882443,,3.03309E-06,,0.000108091,,0.000147338,,,,,,,
Dorylaimidae,Mesodorylaimus,mesonyctius,Female,G703,4,8,o,,o4,,,3.2,1.100,1100.000,23.000,47.826,1.573,0.003,0.017,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,2.472890018,,1.0733E-05,,0.000278881,,0.000399035,,,,,,,
Dorylaimidae,Mesodorylaimus,meyli,Female,G703,4,8,o,,o4,,,3.2,1.500,1500.000,30.500,49.180,2.268,0.005,0.022,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,5.141717737,,2.23165E-05,,0.000482888,,0.000712823,,,,,,,
Dorylaimidae,Mesodorylaimus,palustris,Female,G703,4,8,o,,o4,,,3.2,1.410,1410.000,43.000,32.791,0.948,0.002,0.011,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.897844007,,3.89689E-06,,0.000130441,,0.00017943,,,,,,,
Dorylaimidae,Mesodorylaimus,parabastiani,Female,G703,4,8,o,,o4,,,3.2,2.125,2125.000,38.000,55.921,4.153,0.009,0.035,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,17.24960897,,7.48681E-05,,0.001197015,,0.001870609,,,,,,,
Dorylaimidae,Mesodorylaimus,paralitoralis,Female,G703,4,8,o,,o4,,,3.2,1.175,1175.000,30.000,39.167,1.127,0.002,0.013,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.269118619,,5.50833E-06,,0.000169099,,0.000235647,,,,,,,
Dorylaimidae,Mesodorylaimus,parasubtilis,Female,G703,4,8,o,,o4,,,3.2,0.900,900.000,31.500,28.571,0.459,0.001,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.210849646,,9.15146E-07,,4.40043E-05,,5.76112E-05,,,,,,,
Dorylaimidae,Mesodorylaimus,potus,Female,G703,4,8,o,,o4,,,3.2,1.330,1330.000,36.000,36.944,1.135,0.002,0.013,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.28724104,,5.58698E-06,,0.000170907,,0.000238295,,,,,,,
Dorylaimidae,Mesodorylaimus,pseudosubtilis,Female,G703,4,8,o,,o4,,,3.2,1.210,1210.000,30.500,39.672,1.190,0.002,0.014,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.416683707,,6.1488E-06,,0.000183641,,0.000256996,,,,,,,
Dorylaimidae,Mesodorylaimus,pusillus,Female,G703,4,8,o,,o4,,,3.2,1.020,1020.000,40.150,25.405,0.411,0.001,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.169285152,,7.34745E-07,,3.73232E-05,,4.85314E-05,,,,,,,
Dorylaimidae,Mesodorylaimus,recurvus,Female,G703,4,8,o,,o4,,,3.2,1.235,1235.000,30.000,41.167,1.308,0.003,0.015,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.711105398,,7.42667E-06,,0.000211579,,0.000298286,,,,,,,
Dorylaimidae,Mesodorylaimus,rotundolabiatus,Female,G703,4,8,o,,o4,,,3.2,1.270,1270.000,27.500,46.182,1.693,0.004,0.018,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,2.865837658,,1.24385E-05,,0.000311497,,0.000448427,,,,,,,
Dorylaimidae,Mesodorylaimus,sanctus,Female,G703,4,8,o,,o4,,,3.2,1.360,1360.000,34.000,40.000,1.360,0.003,0.015,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.8496,,8.02778E-06,,0.000224297,,0.000317192,,,,,,,
Dorylaimidae,Mesodorylaimus,spengelii,Female,G703,4,8,o,,o4,,,3.2,1.100,1100.000,33.000,33.333,0.764,0.002,0.010,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.583526235,,2.53267E-06,,9.44192E-05,,0.00012788,,,,,,,
Dorylaimidae,Mesodorylaimus,subtiliformis,Female,G703,4,8,o,,o4,,,3.2,1.350,1350.000,34.000,39.706,1.330,0.003,0.015,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.769485375,,7.68006E-06,,0.00021697,,0.000306292,,,,,,,
Dorylaimidae,Mesodorylaimus,subtilis,Female,G703,4,8,o,,o4,,,3.2,1.450,1450.000,37.000,39.189,1.392,0.003,0.015,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,1.937140637,,8.40773E-06,,0.000232213,,0.000328992,,,,,,,
Dorylaimidae,Mesodorylaimus,transkeiensis,Female,G703,4,8,o,,o4,,,3.2,1.100,1100.000,37.000,29.730,0.608,0.001,0.008,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.369240431,,1.60261E-06,,6.6988E-05,,8.93131E-05,,,,,,,
Dorylaimidae,Mesodorylaimus,usitatoides,Female,G703,4,8,o,,o4,,,3.2,1.215,1215.000,42.650,28.488,0.616,0.001,0.008,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.379788281,,1.64839E-06,,6.84181E-05,,9.13061E-05,,,,,,,
Dorylaimidae,Mesodorylaimus,usitatus,Female,G703,4,8,o,,o4,,,3.2,1.230,1230.000,34.500,35.652,0.977,0.002,0.012,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.954804205,,4.14412E-06,,0.0001366,,0.000188329,,,,,,,
Dorylaimidae,Mesodorylaimus,vaalensis,Female,G703,4,8,o,,o4,,,3.2,1.175,1175.000,39.000,30.128,0.667,0.001,0.009,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,0.444353706,,1.92862E-06,,7.69682E-05,,0.000103264,,,,,,,
Dorylaimidae,Mesodorylaimus,vulneratus,Female,G703,4,8,o,,o4,,,3.2,1.210,1210.000,24.500,49.388,1.845,0.004,0.019,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,3.402576664,,1.47681E-05,,0.0003543,,0.000513738,,,,,,,
Dorylaimidae,Mesodorylaimus,williamsi,Female,G703,4,8,o,,o4,,,3.2,1.475,1475.000,35.500,41.549,1.591,0.003,0.017,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,2.532787443,,1.0993E-05,,0.000283932,,0.000406661,,,,,,,
Dorylaimidae,Metactinolaimus,leloupi,Female,,4,8,o,,o4,,,3.2,1.900,1900.000,31.500,60.317,4.320,0.009,0.036,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,18.66549128,,8.10134E-05,,0.001269973,,0.0019925,,,,,,,
Dorylaimidae,Miranema,gracile,Female,,4,8,o,,o4,,,3.2,4.500,4500.000,62.000,72.581,14.816,0.031,0.090,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.355,96,16.70588235,20.736,0.061922318,,219.5171013,,0.000952765,,0.008065221,,0.014562086,,,,,,,
